Caption;cluster;URL;type;mean_sscd;max_sscd;Index
Kimi Doesn't Know - Phone Case;10;https://cdn.shopify.com/s/files/1/0089/9674/9391/products/5d1e5d92706a9-Apple-iPhone-6_grande.jpg?v=1562271163;TM;0.021940728649497;0.0723781958222389;1797742505
Lavender Flames iPhone Xs Max Case;10;https://cdn.shopify.com/s/files/1/0155/4311/products/LFLA201XM-Lavender-Flame-iPhone-Xs-Max-Case_large.jpg?v=1601933477;TM;0.0251769870519638;0.1057821884751319;62229314
MMORE Organika Lavender Phone case - Phone Cover - Phone accessories;10;https://cdn.shopify.com/s/files/1/2582/5336/products/product-image-553611446_720x@2x.jpg?v=1571271275;TM;0.0221113674342632;0.1135603189468383;1810245417
Melanin Queens iPhone Cases - Bantu Slay;10;https://cdn.shopify.com/s/files/1/0412/8810/6148/products/product-image-1308882655_2e465541-1979-4e0a-a37d-7787080b8894_medium.jpg?v=1594129628;TM;0.0165252555161714;0.0748018100857734;129547139
Molon Labe (Come and Get It) iPhone 5 Case;10;http://rlv.zcache.com/molon_labe_come_and_get_it_iphone_5_case-r0a328cced4864d0b92eb42e73aa0436d_80csz_8byvr_324.jpg;TM;0.0254269689321517;0.0679024904966354;901039444
Moon Child Version 2 iPhone Case - Moon Goddess Market;10;https://cdn.shopify.com/s/files/1/0127/6887/0459/products/mockup-5085176e_grande.jpg?v=1546515355;TM;0.0308185573667287;0.1364816427230835;1534372180
My Child's Ability to Laugh is Not Impaired (Special Needs Parent iPhone Case);10;https://cdn.shopify.com/s/files/1/0082/7749/1776/products/mockup-a605531e_compact.png?v=1550194844;TM;0.0129099590703845;0.0783695429563522;1284309134
NICOSIA PINK iPhone Case;10;https://cdn.shopify.com/s/files/1/0270/5814/3313/products/mockup-903ba7b2_300x300.jpg?v=1603701117;TM;0.0357428714632988;0.1353727579116821;1389834479
Peace Love Massage iPhone 6 Case;10;http://rlv.zcache.co.uk/peace_love_massage_iphonecase-r32eee837809d419ebf68bb19b436b956_zz0f5_324.jpg?rlvnet=1;TM;0.0072728581726551;0.0892844498157501;495005551
Phone Cases - 'You Make My Heart Smile' Quote Phone Cases;10;https://cdn.shopify.com/s/files/1/1839/0987/products/phone-cases-you-make-my-heart-smile-quote-phone-cases-6_580x@2x.jpg?v=1490853680;TM;0.0138894440606236;0.0572245605289936;714178170
Pink Icelandic Poppy | iPhone Phone Cases;10;https://cdn.shopify.com/s/files/1/2529/5710/products/190507-04584187c9916bba-3_300x300.png?v=1557205300;TM;0.0152525212615728;0.0900907218456268;252841169
Pug Mom iPhone 5 Case;10;https://rlv.zcache.com/pug_mom_iphone_5_case-r787c8a7416464f80b58c4ca05e653073_80cs8_8byvr_324.jpg;TM;0.0324658378958702;0.1091117933392524;694281929
Skull 5 barely there iPhone 6 case;10;https://www.zazzle.co.uk/rlv/skull_5_barely_there_iphone_6_case-racf706988fdf4dd888b8e96bee9aa7d4_zz0f5_324.jpg?rlvnet=1;TM;-0.013879838399589;0.0445036068558692;1956856097
Sloth in Space iPhone 4 Case;10;http://rlv.zcache.ca/sloth_in_space_iphone_case-rf416dcbd361a4518a6cefa30bdb51d15_vx3cj_8byvr_324.jpg;TM;0.0313607938587665;0.1694104671478271;1018968598
Snowy Faced Pup IPhone 5c Case by Natalie Kinnear;10;http://render.fineartamerica.com/images/rendered/medium/phone-case/iphone5c/images-medium-5/snowy-faced-pup-natalie-kinnear.jpg;TM;0.0499431863427162;0.104364164173603;1797183709
Sunshine is the Best Medicine Spring iPhone Case;10;https://cdn.shopify.com/s/files/1/0086/3217/2641/products/vvvq2lswurqp0e0u5fmo9nyv_590x.png?v=1579618153;TM;0.0011381754884496;0.082619585096836;1756875647
Vietnam Heart Flag Phone Case & Tablet Cases Flagdesignproducts.com;10;https://cdn.shopify.com/s/files/1/3010/8462/products/828858f0-4de9-44fc-9985-8ea90ae20d7d_300x300.jpg?v=1523887834;TM;0.0365270376205444;0.1150073409080505;622851501
YUCATAN™ iPhone Case;10;https://cdn.shopify.com/s/files/1/0978/9284/products/mockup-75c0cda9_300x.jpg?v=1600222145;TM;-0.0043614525347948;0.0277780406177043;1709185216
cohesion, wedding, flowers, hair, red hair, red ro barely there iPhone 6 case;10;https://www.zazzle.co.uk/rlv/cohesion_wedding_flowers_hair_red_hair_red_ro_barely_there_iphone_6_case-r22683be2110746409be995c164be4022_zz0f5_324.jpg?rlvnet=1;TM;0.0199491418898105;0.0789814591407775;745005117
lushcove - Plated Mirror iPhone Case;10;https://cdn.shopify.com/s/files/1/0072/6810/6322/products/product-image-854291292_800x.jpg?v=1571442268;TM;-0.0160164423286914;0.0759482383728027;743662908
