;Caption;URL;type;mean_sscd;max_sscd;Index
22;Updates on Rambo 5 and Rocky spinoffs - Sylvester Stallone shares news;https://www.movie-infos.net/cms/FileDownload/60-Sylvester-Stallone/?s=789406fd9f7cc06909087d8b24dc08eefc07f48f;VM;0.837207674980163;0.84477412700653;2157458139
23;Anna Kendrick is penning a collection of humorous personal essays;http://cdn.pastemagazine.com/www/articles/Anna_Kendrick_March_22%2C_2014_%28cropped%29.jpg?635650297562336965;VM;0.871960461139679;0.875161111354827;853561624
24;Breaking down the $12 cost in your craft beer six-pack;http://cdn.pastemagazine.com/www/articles/beer%20five%20points%20bottle%20shop.jpg?635466197548621059;VM;0.881176471710205;0.884762167930603;905360670
25;The gang from It's Always Sunny is turning their hilarious antics into a self-help book;http://cdn.pastemagazine.com/www/articles/alwasysunnylead2.jpg?635422317317512078;VM;0.926947236061096;0.929967105388641;1289448237
26;Renegade RSS Laptop Backpack - Version 91;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_GB/v1623990170544/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15275___10.png?sfrm=png&sw=600;TM;0.0869553908705711;0.285070538520813;909615010
27;Passion, Podcasts, and Profits;https://onlinecoach1.hipcast.com/albumart/1001_1498664411.jpg;VM;0.681997895240783;0.750901460647583;1336805127
28;Prince reunites with Warner Brothers to work on a new album;http://cdn.pastemagazine.com/www/articles/PrinceWB_Lead.jpg?635334974117435573;VM;0.854887843132019;0.861381530761718;1618964748
29;Speculation grows on Ian McShane's role in Game of Thrones Season 6;http://cdn.pastemagazine.com/www/articles/Ian%20McShane%20Lead.jpg?635742679438050221;VM;0.850032150745391;0.85652083158493;1998005644
30;New Regency cancels a future Steve Carell film set in North Korea;http://cdn.pastemagazine.com/www/articles/carellkorealead.jpg?635547990301277185;VM;0.925515055656433;0.928270697593689;1101472497
31;Gary Ryan evolves from good to great;https://gryan22.hipcast.com/albumart/1008_1585916145.jpg;VM;0.70152598619461;0.723901450634002;762618980
32;Will Ferrell and John C. Reilly discuss Border Guards;http://cdn.pastemagazine.com/www/articles/Ferrell-Reilly_lead.jpg?635332462200422399;VM;0.920202732086181;0.92436671257019;917170529
33;25 iconic Golden Girls memes and quotes;http://cdn.pastemagazine.com/www/articles/GOLDEN-GIRLS-memes-square.jpg?635764229893426243;VM;0.855025470256805;0.872922658920288;100589878
34;A long-lost F. Scott Fitzgerald story is rediscovered and published after 76 years;http://cdn.pastemagazine.com/www/articles/F.%20Scott%20Fitzgerald%20Lead.jpg?635740900053693219;VM;0.83669888973236;0.852039575576782;1249151070
35;Watch the premiere episode of Garfunkel and Oates;http://cdn.pastemagazine.com/www/articles/GarfunkelandOates%20LEAD.jpg?635425040564740912;VM;0.873332858085632;0.909023523330688;301995516
36;J Dilla’s music equipment donated to the Smithsonian;http://cdn.pastemagazine.com/www/articles/9870ebccb0c3407fcd0ffc1cd2d5a3cd.jpg?635416072474042721;VM;0.708783030509948;0.738187193870544;2052800505
37;Foyer painted in the color "Habanero";https://embed.widencdn.net/img/behr/llnec9yfum/640x640px/LH230-HABANERO-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.627222776412963;0.693055331707;1406943434
38;Living in the Light with Ann Graham Lotz;https://curtismediagroup.hipcast.com/albumart/1506_1611049177.jpg;VM;0.958265006542205;0.960526406764984;1626996908
39;The Colbert Report announces its final episode;http://cdn.pastemagazine.com/www/articles/colbert%20lead.jpg?635503564873842776;VM;0.909440398216247;0.924045860767364;946603119
40;Netflix picks up The OA, a drama series by Brit Marling and Zal Batmanglij;http://cdn.pastemagazine.com/www/articles/Brit_Marling_by_Gage_Skidmore.jpg?635612082740061393;VM;0.695461511611938;0.761847496032714;815038636
41;Chris Messina in talks to co-star with Ben Affleck in Live By Night;http://cdn.pastemagazine.com/www/articles/chris%20messina.jpg?635765073645179719;VM;0.950724124908447;0.955474495887756;369270038
42;Netflix strikes a streaming speed deal with AT&T;http://cdn.pastemagazine.com/www/articles/netflix%20leaddd.jpeg?635424148611217868;VM;0.748739600181579;0.772312402725219;1349117865
43;Foyer painted in "White";https://embed.widencdn.net/img/behr/hnavm38npl/640x640px/RJ110-WHITE-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.383792579174041;0.564775466918945;879021888
44;Sound Advice with John W. Doyle;https://johnwdoyle.hipcast.com/albumart/1000_1435926108.jpg;VM;0.792253971099853;0.799827814102172;1733826088
45;The Long Dark drops its first trailer and enters Steam Early Access;http://cdn.pastemagazine.com/www/articles/environments6b.jpg?635416719434176619;VM;0.704924702644348;0.716821908950805;1181537244
46;Watch NBC’s Constantine trailer;http://cdn.pastemagazine.com/www/articles/constantine%20lead.jpg?635422098475355695;VM;0.800579071044921;0.817454874515533;1348480971
47;Donna Tartt’s The Goldfinch lands a film adaptation;http://cdn.pastemagazine.com/www/articles/Donna%20Tartt%20514x514.jpg?635422754097924018;VM;0.8428595662117;0.917974829673767;291861410
48;Air conditioners and parts;https://0965-cdn.doitbest.com/Data/524055.jpg?AutoCrop=1&CropHeight=520&CropWidth=520&Resize=Smallest&Revision=K30m&Timestamp=wRW7jG&Width=520;VM;0.794475495815277;0.894308805465698;813492200
49;Imagine if Barbie was the face of the world’s most famous paintings;http://cdn.pastemagazine.com/www/articles/barbie_lead.jpg?635739064371483286;VM;0.884000957012176;0.890068888664245;530890567
50;Designart Canada White Stained Glass Floral Design – 29-inch round metal wall art;https://cdn.rona.ca/webassets/images/330000589_MainImage_001_l.jpg;VM;0.630022883415222;0.745868206024169;1045400375
51;Aaron Paul to portray Luke Skywalker at LACMA’s reading of The Empire Strikes Back;http://cdn.pastemagazine.com/www/articles/aaronpSquare.jpg?635544433689463791;VM;0.948003470897674;0.949575543403625;56141720
52;Foyer painted in "Khaki";https://embed.widencdn.net/img/behr/hdlpjnzr0k/640x640px/LL220-KHAKI-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.602082252502441;0.67061573266983;683552591
53;Renegade RSS Laptop Backpack - Version 31;https://www.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_US/v1600794575200/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15264___4.png?sfrm=png&sw=600;TM;0.0271696411073207;0.091523140668869;1607260297
54;Renegade RSS Laptop Backpack - Version 21;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_PT/v1627100799671/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15264___3.png?sfrm=png&sw=600;TM;0.175186797976493;0.329607129096984;278795022
55;Falmouth Navy Blue Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/76234895/resize-h600-w600%5Ecompr-r85/5676/56767528/falmouth-navy-blue-area-rug.jpg;VM;0.777334690093994;0.84960389137268;1177758833
56;Emma Watson to star as Belle in Disney’s Beauty and the Beast;http://cdn.pastemagazine.com/www/articles/emmawatsonlead%20%28Custom%29.jpg?635579365489633218;VM;0.905832767486572;0.910586476325988;394663893
57;George R.R. Martin donates $10,000 to a wolf sanctuary for a 13-year-old fan;http://cdn.pastemagazine.com/www/articles/GRRM.jpg?635418622121419380;VM;0.874846756458282;0.885845363140106;539814630
58;Director Danny Boyle signs TV deal with FX;http://cdn.pastemagazine.com/www/articles/boylelead2.jpg?635493756596313916;VM;0.925662219524383;0.928575932979583;1203209985
59;Plymouth curtain panel with large-scale botanical floral design by Heather Dutton;https://garden.spoonflower.com/c/8995996/i/l/ABeESxQAR4HI7A8gwwfPe0VgA0DPhHjMtb2o9Qc/8995996-plymouth-l.jpg;TM;0.480586141347885;0.576316714286804;756633928
60;Plymouth curtain panel featuring diamond_x_blue_gray by Boxwood Press;https://garden.spoonflower.com/c/5806567/i/l/FuRu9pm7DYajf6UTv21krdv060APWOjeEtQ14Kc/5806567-plymouth-l.jpg;TM;0.446534216403961;0.522379517555236;1551651279
61;Axle Laptop Backpack - Version 81;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_SK/v1618115396933/sits/ogio-backpack-2017-axle/ogio-backpack-2017-axle_15275___9.png?sfrm=png&sw=600;TM;0.37490490078926;0.504574060440063;909071138
62;Renegade RSS Laptop Backpack - Version 3;https://eu.callawaygolf.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_ES/v1614403466550/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_1___3.png?sw=950&sfrm=png;TM;0.0647501796483993;0.231885731220245;308521978
63;Anzell Blue/Gray Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/91178025/resize-h600-w600%5Ecompr-r85/5408/54088980/anzell-blue/gray-area-rug.jpg;TM;0.00326439132913947;0.0368266887962818;797395818
64;Aero 51-204710 51 Series 15x10 wheel, spun, 5 on 4-3/4 BP, 1-inch BS;https://content.speedwaymotors.com/ProductImages/25851204710_L_aa9875cf-9a0b-47e0-a723-a1b20c5b243b.jpg;TM;0.327465862035751;0.36927592754364;1685649874
65;Melrose Gray/Blue Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/96965552/resize-h600-w600%5Ecompr-r85/3619/36191360/melrose-gray/blue-area-rug.jpg;TM;0.027705755084753;0.0716054290533065;1300224368
66;Aero 58-905055PUR 58 Series 15x10 wheel, SP, 5 on 5-inch, 5-1/2 BS;http://static.speedwaymotors.com/RS/SR/Product/36/25858905055PUR_S_1a8d5b83.jpg;TM;0.451226234436035;0.572840452194213;487633233
67;Lilah Gray Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/14136094/resize-h600-w600%5Ecompr-r85/3991/39917543/lilah-gray-area-rug.jpg;TM;-0.0124281253665685;0.00290075968950986;2090768058
68;George R.R. Martin shifts focus to finishing his next book, to fans' delight;http://cdn.pastemagazine.com/www/articles/George%20RR%20Martin%20514x514.jpg?635633622343345550;VM;0.898568451404571;0.921148300170898;1990608024
69;Baby shower turns meteor shower: Anne Hathaway battles aliens in the sci-fi comedy The Shower;http://cdn.pastemagazine.com/www/articles/annehathaway_square.jpg?635766507483156309;VM;0.790992200374603;0.831595003604888;1410705082
70;Ava DuVernay confirms she won't direct Marvel's Black Panther;http://cdn.pastemagazine.com/www/articles/Ava%20DuVernay%20Lead%202.jpg?635717695206410016;VM;0.819437801837921;0.827036678791046;1934352321
71;Renegade RSS Laptop Backpack - Version 51;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_SK/v1618719952534/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15275___6.png?sfrm=png&sw=600;TM;0.401385247707366;0.564571678638458;608427790
72;Shaw Floors Couture Collection Ultimate Expression 15' in Sahara 00205_19829;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00205_main.jpg;TM;0.0283888764679431;0.0805244520306587;969829456
73;Foyer painted in "High Tide";https://embed.widencdn.net/img/behr/y0w4bpiwtj/640x640px/tb_47_foyer_940x420.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.306170880794525;0.345379650592803;1066876179
74;33 screenshots of musicians featured in video games;http://cdn.pastemagazine.com/www/articles/kurt%20cobain%20gallery%20main.jpg?635447295449617440;TM;0.617663860321044;0.670745134353637;1975651677
75;Breaking Bad fans get a chance to call Saul with Albuquerque billboard;http://cdn.pastemagazine.com/www/articles/Saul%20LEAD.jpg?635417922811441021;VM;0.906843066215515;0.911370635032653;269481798
76;Shaw Floors Sandy Hollow III 15' in Adobe 00108_Q4278;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4278_00108_main.jpg;TM;0.0267156362533569;0.0552521497011184;619095014
77;Designart Blue Fractal Abstract Illustration on a 7-panel abstract canvas wall art;https://s7d9.scene7.com/is/image/JCPenney/DP1101201705204673M;TM;0.461402803659439;0.610044121742248;1187484058
78;Shaw Floors Couture Collection Ultimate Expression 15' in Peanut Brittle 00702_19829;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00702_main.jpg;TM;0.0572293773293495;0.0868111997842788;18344782
79;Aero 50-975035BLU 50 Series 15x7 inch wheel, 5 on 5-inch BP, 3-1/2 BS;https://content.speedwaymotors.com/ProductImages/25850975035BLU_L_6744ae04-5d5a-46b2-ab0a-3e7605285db3.jpg;VM;0.599534392356872;0.779955148696899;1823548789
80;Aero 55-004220 55 Series 15x10 wheel, 4-lug, 4 on 4-1/4 BP, 2-inch BS;http://static.speedwaymotors.com/RS/SR/Product/9/25855004220_T_1a8d4ba7.jpg;TM;0.40292540192604;0.448553264141082;1683590374
82;Renegade RSS Laptop Backpack - Version 5;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_SE/v1571262720979/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15275___5.png?sfrm=png&sw=600;TM;0.0344297178089618;0.0587143972516059;136565496
83;Lilah Dark Gray Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/95850987/resize-h600-w600%5Ecompr-r85/4004/40044538/lilah-dark-gray-area-rug.jpg;TM;0.00573495868593454;0.113018810749053;450797342
84;FUSE Backpack 25 - Version 81;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_FI/v1624476259240/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_2___9.png?sfrm=png&sw=600;VM;0.610577344894409;0.708053588867187;950906628
85;Obadiah Hand-Woven Wool Gray Area Rug by Mercury Row;https://secure.img1-ag.wfcdn.com/im/21748184/resize-h600-w600%5Ecompr-r85/5799/57998610/obadiah-hand-woven-wool-gray-area-rug.jpg;TM;0.481890261173248;0.591849386692047;190142879
86;Foyer painted in "Salty Air";https://embed.widencdn.net/img/behr/lup9fxbskd/640x640px/LG180-01-SALTY-AIR-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.415540128946304;0.504972696304321;1991918345
87;Shaw Floors Design Center Different Times II 12' in Classic Buff 00108_5C494;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5c494_00108_main.jpg;TM;0.0442912392318248;0.09324811398983;1148600527
88;Shaw Floors Sandy Hollow Classic IV 12' in Sahara 00205_E0554;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0554_00205_main.jpg;TM;0.0325922146439552;0.0781258344650268;1345782108
89;Shaw Floors Value Collections All Star Weekend III 15' in Desert Sunrise 00721_E0816;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0816_00721_main.jpg;TM;0.0444877967238426;0.112947188317775;520615556
90;Aero 50-284730 50 Series 15x8 inch wheel, 5 on 4-3/4 BP, 3-inch BS;http://static.speedwaymotors.com/RS/SR/Product/87/25850284730_T_1a8d2046.jpg;TM;0.306708753108978;0.33791559934616;1482948897
91;Sarah Silverman to star in an HBO pilot created by Secret Diary of a Call Girl writer;http://cdn.pastemagazine.com/www/articles/ssilverman.jpg?635545386038769560;VM;0.745461821556091;0.862556338310241;2082881531
92;Shaw Floors Caress by Shaw Cashmere II Icelandic 00100_CCS02;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00100_CCS02_20150128_LIVINGROOM_6_SQUARE.jpg;VM;0.230006888508796;0.757524073123931;2097629300
93;Freddy Adu signs with yet another club you've probably never heard of;http://cdn.pastemagazine.com/www/articles/Freddy%20Adu%20-%20Lead.jpg?635418504808909302;VM;0.888638854026794;0.893770456314086;337525504
94;Shaw Floors Nfa/Apg Color Express II Suitable 00712_NA209;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/na209_00712_main.jpg;TM;0.00111204257700592;0.0537620931863784;852576948
95;Shaw Floors Simply the Best Without Limits II 15' in Sandbank 00103_5E508;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00103_5e508_20160222_livingroom_3_square.jpg;VM;0.15304610133171;0.701897025108337;445306542
96;Shaw Floors Shaw Flooring Gallery Burtonville Luminary 00201_5293G;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5293g_00201_main.jpg;TM;0.0283773299306631;0.0645737051963806;1843514184
97;Shaw Floors Couture Collection Ultimate Expression 12' in Tropic Vine 00304_19698;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19698_00304_main.jpg;TM;0.0282107107341289;0.0937254130840301;1967280073
98;Shaw Floors Value Collection Cashmere I Lg in Harvest Moon 00126_CC47B;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/cc47b_00126_main.jpg;TM;0.0124100940302014;0.0344855077564716;968073555
99;Shaw Floors Value Collection Passageway 2 12' in Camel 00204_E9153;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9153_00204_main.jpg;TM;0.0521837957203388;0.0839585214853286;411641696
100;Shaw Floors Design Center Different Times II 12' in Silk 00104_5C494;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00104_5c494_20160222_livingroom_1_square.jpg;VM;0.165984347462654;0.788989186286926;355018969
101;Aero 30-984540BLK 30 Series 13x8 Inch Wheel, 4 on 4-1/2 BP, 4-Inch BS;http://static.speedwaymotors.com/RS/SR/Product/3/25830984540BLK_T_1a912a5a.jpg;VM;0.839643776416778;0.917556047439575;150457348
102;Shaw Floors Simply The Best "Of Course We Can III" 12' in Sepia 00105_E9425;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9425_00105_main.jpg;TM;0.0190213751047849;0.0606035664677619;157163555
103;Signature Purple Ombre Sugar Skull and Rose Bedding;https://cdn.shopify.com/s/files/1/0227/7785/products/Screenshot_2016-03-19_10.06.01_600x.jpg?v=1539293422;TM;0.357874065637588;0.409155309200286;1144687178
104;Aero 52-985030GOL 52 Series 15x8 Inch Wheel, 5 on 5 BP, 3-Inch BS IMCA;http://static.speedwaymotors.com/RS/SR/Product/27/25852985030GOL_S_1a8d0eff.jpg;TM;0.481411546468734;0.579820454120636;602994679
105;Shaw Floors Flooring Gallery Ellendale 15' in Ink Spot 00501_5301G;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5301g_00501_main.jpg;TM;0.000234846025705337;0.0507638826966285;614143658
106;Renegade RSS Laptop Backpack - Version 41;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_GR/v1614490155201/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15264___5.png?sfrm=png&sw=600;TM;0.0201208628714084;0.0424039363861084;1348502550
107;Pencil Pleat Curtains in Panama Cotton Collection, Fabric: 702-34;https://cdn2.dekoria.com/image/djpg/18/18_1826.4/400/400/Pencil-pleat-curtains_1826.jpg;TM;0.126484602689743;0.414569109678268;1666252157
108;Aero 30-974230BLK 30 Series 13x7 Inch Wheel, 4 on 4-1/4 BP, 3-Inch BS;http://static.speedwaymotors.com/RS/SR/Product/19/25830974230BLK_S_1a91295c.jpg;VM;0.65829598903656;0.703650593757629;818567407
109;Shaw Floors Value Collections "Because We Can II" 15' in Sea Shell 00100_E9315;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9315_00100_main.jpg;TM;0.0316791720688343;0.0703268125653266;1901455523
110;Designart Pink Fractal Swirl Pattern on Abstract Wall Art Canvas - 6 Panels;https://s7d9.scene7.com/is/image/JCPenney/DP1101201705350621M;TM;0.341779083013534;0.493237137794494;999022468
111;Read a previously unpublished F. Scott Fitzgerald short story;http://cdn.pastemagazine.com/www/articles/F%20Scott%20Fitzgerald.jpeg?635450384884945776;TM;0.0363975726068019;0.0985912755131721;800109620
112;Design Art’s View of Paris with the Eiffel Tower under a Red Sky - Ultra Glossy Circle Wall Art;https://s7d9.scene7.com/is/image/JCPenney/DP0104201818584016M;TM;0.593043148517608;0.626111030578613;781859091
113;Shaw Floors Queen Point Guard 12' in Flax Seed 00103_Q4855;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4855_00103_main.jpg;TM;0.0381651148200035;0.0973803400993347;936324609
114;Shaw Floors Queen Sandy Hollow I 15' in Peanut Brittle 00702_Q4274;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4274_00702_main.jpg;TM;0.0476390719413757;0.0912859737873077;635284610
115;Aero 56-084530 56 Series 15x8 Wheel, Spun, 5 on 4-1/2 BP, 3-Inch BS;https://content.speedwaymotors.com/ProductImages/25856084530_L_cca015fa-d064-42ba-ad26-2c08e36363fe.jpg;TM;0.341149479150772;0.40998837351799;332670210
116;Aero 31-974510BLK 31 Series 13x7 Wheel, Spun Lite, 4 on 4-1/2 BP, 1-Inch BS;http://content.speedwaymotors.com/ProductImages/25831974510BLK_L_d07bf435-f73b-4793-a7de-4f8bd12790d0.jpg;VM;0.770395636558532;0.842987835407257;1907722119
117;Shaw Floors Town Creek III in Sea Mist 00400_52S32;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00400_52s32_20160222_livingroom_2_square.jpg;TM;0.0666312575340271;0.124797441065311;1361044067
118;Shiflett Gray/Blue/White Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/70688052/resize-h600-w600%5Ecompr-r85/5678/56781194/shiflett-gray/blue/white-area-rug.jpg;TM;0.592515170574188;0.630417644977569;1587823662
119;Aero 53-204720 53 Series 15x10 Wheel, BLock, 5 on 4-3/4 BP, 2-Inch BS;http://content.speedwaymotors.com/ProductImages/25853204720_L_fdce6697-bf25-43a1-ae04-3477d9845942.jpg;TM;0.350660979747772;0.410737752914428;1637606892
120;Shaw Floors Design Center Royal Portrush III 12' in Crumpet 00203_5C613;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5c613_00203_main.jpg;TM;0.0323732458055019;0.0923770889639854;643831388
121;Shaw Floors Design Center Park Manor 12' in Cashew 00106_QC459;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/qc459_00106_main.jpg;TM;0.0154615668579936;0.059262428432703;1903534064
122;Emma Watson set to star alongside Tom Hanks in the film adaptation of Dave Eggers' The Circle;http://cdn.pastemagazine.com/www/articles/Emma%20Watson%20Lead.jpg?635737402553290485;TM;0.190929025411605;0.505755722522735;1292088152
